iter	Logloss
293	0.2811701575
294	0.2809995292
295	0.2809654907
296	0.2808380272
297	0.2806969445
298	0.2806707286
299	0.2806208434
300	0.2805745834
301	0.2805303212
302	0.280423746
303	0.2803897403
304	0.2803447278
305	0.2802421014
306	0.2802086585
307	0.2801375512
308	0.2800930592
309	0.2800441964
310	0.2800028933
311	0.2799616372
312	0.279909238
313	0.2798393031
314	0.2798050959
315	0.2796827301
316	0.2796291962
317	0.2794765298
318	0.2792815146
319	0.279241947
320	0.2792041942
321	0.2791587831
322	0.2791156652
323	0.2790259638
324	0.2789645839
325	0.2789065385
326	0.2788731988
327	0.2788089014
328	0.2787287764
329	0.2787020962
330	0.2786569847
331	0.2785564452
332	0.2785295023
333	0.2784577909
334	0.2784238932
335	0.2783826325
336	0.2783129611
337	0.2782809721
338	0.2782444293
339	0.2782144194
340	0.2781852067
341	0.278160365
342	0.2781375257
343	0.2781162482
344	0.2780537756
345	0.2780004388
346	0.2779667802
347	0.2779163181
348	0.2778529076
349	0.2778164915
350	0.2777690494
351	0.2777225408
352	0.2776756664
353	0.2776484704
354	0.2775846706
355	0.2775343398
356	0.2774957333
357	0.2774403048
358	0.2774131601
359	0.2773685977
360	0.2773155698
361	0.2772756551
362	0.2772151707
363	0.2771784028
364	0.277111081
365	0.2770808929
366	0.2770489692
367	0.2769791053
368	0.2769370332
369	0.2768522373
370	0.2767993178
371	0.2767460278
372	0.2766840421
373	0.2766661131
374	0.2766387526
375	0.2765949172
376	0.276535765
377	0.2764960707
378	0.2764535625
379	0.2763935325
380	0.276368203
381	0.2763363594
382	0.2762609383
383	0.2762144579
384	0.2761942871
385	0.2761430232
386	0.2760873501
387	0.2760614954
388	0.2760133595
389	0.275960032
390	0.2759230434
391	0.2758995382
392	0.2758516743
393	0.2757976902
394	0.275742468
395	0.2757064646
396	0.2756569452
397	0.2755114869
398	0.2754734199
399	0.2754451124
400	0.2754232393
401	0.2753811907
402	0.2753392735
403	0.2752916816
404	0.2752358779
405	0.2752091508
406	0.2751757455
407	0.275112757
408	0.2750779026
409	0.2750534829
410	0.2750111483
411	0.2749862969
412	0.2749637531
413	0.2749265209
414	0.2748804016
415	0.2748340666
416	0.2747723344
417	0.2747194008
418	0.274698048
419	0.2746770753
420	0.2746409874
421	0.2746094064
422	0.274577408
423	0.2745536824
424	0.2745106815
425	0.27446656
426	0.2744450574
427	0.2744055926
428	0.2743860831
429	0.2743650588
430	0.2743253457
431	0.2742971461
432	0.2742515989
433	0.2742081293
434	0.2740687162
435	0.2740121947
436	0.2739713464
437	0.2739443567
438	0.2739034196
439	0.2738836006
440	0.27386373
441	0.2738476159
442	0.2738299777
443	0.2737855982
444	0.2737442297
445	0.2737260896
446	0.273678338
447	0.2736442152
448	0.2736129156
449	0.2735341835
450	0.2734909343
451	0.2734530644
452	0.2734340285
453	0.2733882328
454	0.273360938
455	0.2733176091
456	0.2732636016
457	0.2732120281
458	0.2731949385
459	0.2731657493
460	0.2731402791
461	0.2730875613
462	0.2730466617
463	0.2729831527
464	0.2729440915
465	0.2729268988
466	0.2729122385
467	0.2728571288
468	0.2728103386
469	0.2727736177
470	0.2727228601
471	0.2726885964
472	0.2726582347
473	0.2726279809
474	0.2725781473
475	0.2725429646
476	0.2725005504
477	0.2724709905
478	0.2724465663
479	0.2724043161
480	0.2723733161
481	0.2723510209
482	0.2723322148
483	0.2723039777
484	0.2722474752
485	0.2722347237
486	0.2722197258
487	0.2722024439
488	0.2721488116
489	0.2721240308
490	0.2720700186
491	0.2720423442
492	0.2720254422
493	0.271997735
494	0.2719606998
495	0.2719346996
496	0.2718898981
497	0.2718702714
498	0.2718348307
499	0.271819467
500	0.2718032779
501	0.2717754487
502	0.2716949533
503	0.2716640008
504	0.271639159
505	0.271620353
506	0.2715840025
507	0.2715582835
508	0.2715470749
509	0.271536687
510	0.271518073
511	0.2714800904
512	0.2714668231
513	0.2714363723
514	0.2714050539
515	0.2713546761
516	0.2713328029
517	0.2713126465
518	0.2712830821
519	0.2712416945
520	0.2712267623
521	0.2711869791
522	0.2711652792
523	0.2711255662
524	0.2710820497
525	0.271061682
526	0.2710334073
527	0.2709988667
528	0.2709679939
529	0.2708961981
530	0.2708712672
531	0.2708390296
532	0.2708260999
533	0.2707932527
534	0.2707673604
535	0.2707235015
536	0.2706976421
537	0.2706694846
538	0.2705705912
539	0.2705342032
540	0.2704914183
541	0.2704763219
542	0.2704537922
543	0.2704257567
544	0.2703963189
545	0.2703819588
546	0.270343995
547	0.2703159314
548	0.2702848897
549	0.2702507481
550	0.2702193453
551	0.2701864888
552	0.2701693664
553	0.2701269239
554	0.2701041362
555	0.270085016
556	0.2700549123
557	0.270017666
558	0.2700057118
559	0.2699787965
560	0.2699481207
561	0.2699244513
562	0.2699068084
563	0.2698677378
564	0.2698332351
565	0.2697866515
566	0.269784119
567	0.2697704483
568	0.269756937
569	0.2697322307
570	0.2697034354
571	0.2696561155
572	0.2696320007
573	0.2695838601
574	0.2695681774
575	0.2695533296
576	0.2695162241
577	0.2695019202
578	0.2694824154
579	0.2694481472
580	0.2693977411
581	0.269375793
582	0.2693461629
583	0.2693078287
584	0.2692886146
585	0.2692610481
586	0.269223164
587	0.2692072469
588	0.2691853128
589	0.2691831555
590	0.2691613293
591	0.2691347992
592	0.2691077014
593	0.2690649728
594	0.2690544724
595	0.2690355115
596	0.2689987108
597	0.2689748818
598	0.2689547298
599	0.2689398445
600	0.2689185435
601	0.2688777848
602	0.2688444168
603	0.2688236366
604	0.268795179
605	0.2687644328
606	0.2687449561
607	0.2687015382
608	0.2686214555
609	0.268595324
610	0.2685375881
611	0.2685102795
612	0.2684508881
613	0.2684357354
614	0.2684116813
615	0.2683782994
616	0.268324095
617	0.2682675549
618	0.2682229739
619	0.2681973911
620	0.2681742511
621	0.2681394201
622	0.2681103339
623	0.2680851031
624	0.2680320335
625	0.2680081342
626	0.2679944212
627	0.2679762296
628	0.2679533012
629	0.2679323989
630	0.2679111776
631	0.2678775425
632	0.267837604
633	0.2677978441
634	0.2677469646
635	0.2677322575
636	0.2677105016
637	0.2677062573
638	0.2676825693
639	0.2676291855
640	0.2675971496
641	0.267560241
642	0.2675106794
643	0.267489097
644	0.2674589276
645	0.2674547866
646	0.2674313658
647	0.2674039071
648	0.2673801159
649	0.2673594339
650	0.2673554382
651	0.2673306668
652	0.2672910991
653	0.2672691463
654	0.267250087
655	0.2672248419
656	0.267190841
657	0.2671418422
658	0.2671000703
659	0.2670795478
660	0.267069249
661	0.2670535008
662	0.2670502507
663	0.267032242
664	0.2670123948
665	0.267009112
666	0.2669955773
667	0.2669921631
668	0.2669726489
669	0.2669492516
670	0.2669305159
671	0.2669104296
672	0.2668888988
673	0.2668855925
674	0.2668421276
675	0.2668225525
676	0.2668038543
677	0.2667530968
678	0.2667259242
679	0.2667060771
680	0.2666770286
681	0.2666742241
682	0.2666336715
683	0.2665952763
684	0.2665753963
685	0.2665271806
686	0.2665127218
687	0.2664988025
688	0.2664845972
689	0.26647503
690	0.2664585548
691	0.2664239161
692	0.2664211961
693	0.2663987789
694	0.266385474
695	0.2663533865
696	0.2663097012
697	0.266291472
698	0.2662735148
699	0.2662497042
700	0.2662113606
701	0.2662032238
702	0.2661674877
703	0.2661460038
704	0.2660795543
705	0.266041295
706	0.2659945801
707	0.26597387
708	0.2659448637
709	0.2658832635
710	0.265852733
711	0.2658102435
712	0.2657934635
713	0.2657558468
714	0.2657529672
715	0.2657226009
716	0.2657197636
717	0.265683657
718	0.2656693294
719	0.2656405248
720	0.2656302073
721	0.2656216437
722	0.2655925483
723	0.2655694465
724	0.2655363554
725	0.2655123672
726	0.2654864561
727	0.2654837032
728	0.2654524505
729	0.2654499602
730	0.265439352
731	0.2654173991
732	0.2653769685
733	0.2653505228
734	0.2653146132
735	0.2652927447
736	0.2652903576
737	0.2652605494
738	0.2652433238
739	0.2652192887
740	0.2651853487
741	0.2651788862
742	0.2651655813
743	0.2651453074
744	0.2651245176
745	0.2650801288
746	0.2650556247
747	0.265053397
748	0.2650513101
749	0.265023373
750	0.2650126335
751	0.2649902913
752	0.2649885749
753	0.2649618009
754	0.2649508409
755	0.2649106073
756	0.2648940383
757	0.2648917027
758	0.2648695623
759	0.2648364428
760	0.2648157468
761	0.2648137912
762	0.2647895591
763	0.2647724601
764	0.2647427973
765	0.2647227907
766	0.2646867637
767	0.2646826927
768	0.2646406816
769	0.2646088606
770	0.2645933656
771	0.2645746627
772	0.2645468007
773	0.2644981724
774	0.2644724395
775	0.264435545
776	0.2644194872
777	0.2643943688
778	0.2643642557
779	0.2643379413
780	0.2643227839
781	0.2642981438
782	0.2642943123
783	0.2642509553
784	0.2642217473
785	0.2641840649
786	0.2641501062
787	0.2641455055
788	0.2641291382
789	0.2641148578
790	0.2640947527
791	0.2640759186
792	0.2640524368
793	0.264035352
794	0.264033537
795	0.2640271448
796	0.2639989639
797	0.2639795013
798	0.2639774847
799	0.2639535762
800	0.2639361725
801	0.2639062423
802	0.2638871736
803	0.263880289
804	0.263867753
805	0.2638280024
806	0.2638143504
807	0.2637895837
808	0.2637621297
809	0.2637244379
810	0.2636939028
811	0.2636652248
812	0.2636358902
813	0.2636204514
814	0.2636188428
815	0.2636173046
816	0.2635961865
817	0.2635608583
818	0.2635350458
819	0.263514134
820	0.2634934146
821	0.2634628513
822	0.2634417004
823	0.2634310452
824	0.2634125721
825	0.2633818166
826	0.2633676675
827	0.2633410764
828	0.2633103959
829	0.2632991027
830	0.2632794009
831	0.2632343227
832	0.2632169049
833	0.2631764323
834	0.2631233627
835	0.2631058605
836	0.2630927009
837	0.2630671323
838	0.2630497425
839	0.2630389748
840	0.2630317854
841	0.2630059212
842	0.2629734586
843	0.2629433127
844	0.2629113331
845	0.2628725861
846	0.2628543382
847	0.2628311331
848	0.262829473
849	0.2628140999
850	0.2627996034
851	0.2627978963
852	0.2627963158
853	0.2627776597
854	0.2627515564
855	0.2627499853
856	0.2627287359
857	0.2627207164
858	0.2626896562
859	0.2626885212
860	0.2626745223
861	0.2626684771
862	0.2626509936
863	0.2626106847
864	0.2625844688
865	0.2625592378
866	0.2625269486
867	0.2625255745
868	0.2625074532
869	0.262495649
870	0.2624744653
871	0.2624502379
872	0.2624350943
873	0.2624138684
874	0.2623851531
875	0.2623669098
876	0.2623504018
877	0.2623074385
878	0.2622877602
879	0.2622800173
880	0.2622786151
881	0.2622435496
882	0.2622194207
883	0.2621973881
884	0.2621797873
885	0.2621654788
886	0.2621641844
887	0.2621422644
888	0.2621410732
889	0.262121484
890	0.2620783804
891	0.2620520567
892	0.2620235756
893	0.2619948836
894	0.2619693712
895	0.2619419219
896	0.2619104956
897	0.2618896683
898	0.2618806874
899	0.2618486468
900	0.2618056085
901	0.2617745949
902	0.2617590014
903	0.2617323637
904	0.2617100683
905	0.2616803352
906	0.2616363921
907	0.2616155179
908	0.2616107671
909	0.2615908121
910	0.2615811464
911	0.2615324196
912	0.2615204513
913	0.2615104199
914	0.2614884295
915	0.261443628
916	0.2614171026
917	0.261399061
918	0.2613872474
919	0.2613511267
920	0.2613374419
921	0.2613276121
922	0.2613229833
923	0.2613007022
924	0.2612998111
925	0.2612631933
926	0.2612524771
927	0.2612283201
928	0.2612218716
929	0.2612072911
930	0.2611886539
931	0.2611762682
932	0.2611662977
933	0.261129769
934	0.261119625
935	0.2611062451
936	0.2610876126
937	0.2610647356
938	0.2610511774
939	0.2610277004
940	0.2609938355
941	0.2609717231
942	0.2609406909
943	0.2609223444
944	0.260895608
945	0.2608798266
946	0.2608466558
947	0.2608278451
948	0.2607994812
949	0.2607716523
950	0.260731475
951	0.2607302885
952	0.2607056249
953	0.2606730169
954	0.260663914
955	0.2606500602
956	0.2606324172
957	0.2606186668
958	0.2605951991
959	0.2605802106
960	0.260575774
961	0.260560157
962	0.2605429971
963	0.260513414
964	0.2604972295
965	0.2604815469
966	0.2604603632
967	0.2604326841
968	0.2604101309
969	0.2603760878
970	0.2603518135
971	0.2603279144
972	0.260315538
973	0.2603012436
974	0.2602774148
975	0.2602532343
976	0.2602225772
977	0.2601858562
978	0.2601562966
979	0.260149215
980	0.2601370028
981	0.2601201524
982	0.2600778881
983	0.2600478266
984	0.2600289924
985	0.26001187
986	0.2599942787
987	0.2599689585
988	0.2599379826
989	0.2599234958
990	0.2599147588
991	0.2599035032
992	0.2598998921
993	0.2598902546
994	0.2598702809
995	0.259855508
996	0.2598513248
997	0.2598266096
998	0.2598084555
999	0.2597784174
